PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
-2.6777213103440403,-0.9909883715885173,0.0009569548087727635,1.151255429825644,0.17317544814352454,0.882705655573747,0.10036671236714849,0.5818111184798496,-0.41814064558156794,-0.9681173011348764,-0.9539057220554976,-0.017484816034048254,0.02991295884472811,1.2004021633638884,0.4166440430961291,0.20324351920576095,-0.06049391596266049,0.8273106981906724,-0.6023029876536072,0.09443957717080005,0.4607134617457438,0.10758607279846098,-0.016173900155818467,-0.5762333487076511
-1.8534578342105303,1.4676336579203897,0.05283626235040832,0.7060698437146025,-0.23218612762537139,-1.539332611875581,-0.013339820682694384,-0.9674437528767401,0.8662447253439706,0.11891157609036637,0.5256077750199557,-0.3077361940189312,1.1523930989145525,-0.06662307873657591,-0.09251518409785674,-0.367404574921116,-1.2277025880070929,-0.7478456924475686,0.2596409949799533,-0.4102053199815621,0.09219264771622646,0.9436389112437926,-0.2569807378331469,0.1967362320437625
2.1895175745480855,-1.105415562769012,0.4113331773008493,1.2439552023434421,-0.5390564296570184,-0.671813243300577,0.955576550406236,0.05390216768688513,2.3578302075088673,0.4316662760001605,-0.09871959711252033,-0.06492122374666501,-0.6461172197058104,-0.7394282486498307,-1.8681818998155617,-0.9112706674782253,0.8124312354156927,0.24626632687943859,0.6177333582566219,0.8155012768648912,0.28993204528466326,0.3204096068815919,-0.138247711786061,-0.2360307522980602
-1.3521871879166236,2.7660465763858046,-0.5721610523199011,0.6994477377766157,1.094501006669192,1.4341031036092533,-1.4834708939882346,-1.1732147393448604,0.11752623564752972,0.7396546229677547,-0.8579713292091073,-1.4384182460306534,0.715576359010966,-0.38996647751980035,0.6906656906496806,-0.6615160192860039,0.856351052155055,-2.4522491243025515,-0.22388989336572204,-0.0026699933587839364,1.2633570548706496,1.3159442136469894,0.05754244456442819,-0.16326137824104048
-2.4109841937693535,-0.01329923668904544,0.281395192074052,0.12104530117200711,-1.2498542675845892,0.09732242574309924,0.28756874895532786,0.12951432788860842,1.4889646564434327,-0.6972994774578355,-0.5353590211209945,-0.3907335691671951,0.25298408241958886,0.07589458272149695,-0.0734635489183016,0.7420639509157702,0.3432599018587443,0.5265435830675682,0.20901533327445385,-0.7713338015852397,-1.3628119086607269,0.6135877186668744,1.0604392637762579,-0.15901847583099754
0.9282331734304027,1.9799578870764736,0.26450354728852,1.4264055260792388,-0.8928444055094422,-0.7779630162801396,1.217318945722089,0.31812989474101877,0.09113122756160323,-0.7115677072355854,-0.19245429164268926,-0.1048904275550567,0.3667293271424782,-0.41993637908312226,-1.6328556703619719,-1.167225560153035,0.25871426277430676,-0.5800539251243357,0.01671945067519931,0.17994653483407486,-0.14424876293052355,0.5344613371470424,0.17166004525121015,-0.09107821678908971
-1.2489817331168633,1.2900689289952274,-0.098357366226434,1.4767903771620772,0.5882348400508689,0.026025379143672214,-0.4954861107735195,-0.5428596190186024,0.5080142098051716,-0.34224175680522034,-0.005255192862834149,0.18379094723694595,-0.032896952549940905,-0.14258840454662627,0.11076555978426608,0.0896465762306341,-0.5582307601530873,0.329649443987165,0.16632692785233658,-0.053526127837502456,-0.28741223979365293,0.15223500900601408,-0.11138405524321011,-0.9925099386192727
-0.11747395521295778,2.4047944044791763,-0.16380314541022348,0.8842049319334279,0.5713833104646526,-1.3173334628050368,-1.5275404711084406,0.37907064352420156,1.035266202382005,0.9364190937962794,-0.23088325914890043,-1.3622407369241245,-0.5932605795068671,-0.6268907470606214,-1.2278362811455847,-0.5076127382317394,1.0706420939861594,-0.027826146967469923,0.01099582574147966,-1.3620818452020065,0.04149172875629054,0.8218642071003506,0.58422422262733,1.2382243524246177
-2.3919596553657816,0.01884568536033977,-0.12822548487145558,1.5487613791753385,1.3687419650790384,-1.7602944469769197,-0.1976603307441855,-0.8107020026733689,0.020933640048454782,0.2939172781520917,0.21577307829463724,-0.05333590174445107,-0.05681824857042815,-0.03403410809088642,-0.3674805420063131,0.35939070002349477,-0.7712491389506636,0.7679725416040951,0.8596307848624285,-0.14337728944055514,-0.018838411159512247,0.35415559315808715,0.9781870985196816,-0.13812055851362212
-1.753114542006383,2.072903663203567,-0.0650283461243715,1.034925010971204,1.3502884000592374,-0.3564295001815662,-1.093996242810913,-0.334160732330843,-0.13212210753925258,-0.7892630131085843,0.5835822796862206,-0.14309195929299948,0.49965121055781464,-0.7276357450944845,0.6304522740035399,2.089807712759936,-1.5196442411970184,-0.36659489847643173,-1.7254791273445875,0.32378446268299277,0.39816153756633244,-0.701661074982325,1.1477460530370909,0.7553079744379119
